text,label
@QpG8q9xyyXXSOJk צריך לשריין סמנים ימניים חזקים בליכוד. וגם  להתמודד על הקול של הציונות הדתית שכרגע אין לה אלטרנטיבה אמיתית. דתיים ימניים חזקים בליכוד יביא אלקטורט מסויים שכרגע צף. אומר זאת בתור ציוני דתי.,NOT
כמה גברים מופתעים מהתופעה אתם שואלים? הנחנו שהיא חמאס בהתחלה.,Offensive
@223Majortom @emptycartman אבל מתאים רצח איזה קוגל,NOT
"וואינט שכחו מה ההבדל בין עמדה לידיעה והפכו שאיפה ודעה של אדם אחד לדרמה פוליטית. נניח שיש פעיל ימין ערבי שמתנגד לרשימה המשותפת. זכותו. זכותו גם לכתוב על כך טור. אבל מי שיקרא את תוכן הטור יבין שאין שום קשר או הצדקה בינו לבין הכותרת שניתנה לו (""מחנה חדש"") ובטח לא לסטטוס הפומפוזי הזה https://t.co/5A3XWFtVRb",NOT
@Yotam__ @EliyahuLawrence דביל  אנטישמי וגזען תקרא למי שהשריץ אותך ולמי ששכח לחנך אותך  פרחח.,Offensive
@Elkannush עשינו זאת בנים כיבוש IS NO MORE,NOT
@israelit2009 @avnered @asafnevo4 @mossi_raz רק שהבחור שנורה ממש לא מחבל  והירי היה טעות לפי גרסת צה״ל.,Offensive
@Ayelet__Shaked ללמוד מה? איך לגדל מחבל? איך לגדל ילד שבורח מהמשטרה  שנוסע בפראות? לא מבין את ההבדל ביניכם לבין אלה שרואים במחבלים גיבורים.,NOT
אבו מאזן מהרשות הרצחנית שישראל מתעקשת לשתף איתה פעולה  מעביר בבת אחת משכורת לשלושה חודשים למחבלים ובני משפחתם  אתם מבינים למה משתלם כלכלית לרצוח ישראלים ויהודים ואנחנו נמשיך להסתובב בארץ כשבכול רגע מחבל ערבי שמבין שזה משתלם לו ירוצץ את ראשנו ידרוס  וידקור https://t.co/pktuykDxHC,Offensive
"ירי בצווארו של פלסטיני מטווח אפס אתמול בעוטף יאטה במהלך גנבת גנרטור מהמקומיים: צה""ל ממשיך בשקרנות השלב הבא - במקום רצח או הריגה - כתב אישום על ""רשלנות בטיפול בנשק""... כבר היינו שם בעבר... https://t.co/dh5cD8Ybv8",Offensive
הבעיה: יוסף חדאד יותר ציוני מסמוטריץ׳ בנט ושקד ביחד... אז מה שהוא כותב על הציבור הערבי הוא רלוונטי בערך כמו השלג אשתקד https://t.co/QBZrmlGgRD,NOT
RT @GadiTaub1: הפוליטיקה של הזהות היתה ועודה מכשיר פוסט-ציוני של האליטה. לצורך זה גוייסו וקיבלו במה לא פרופורציונית אנשים שחזרו מלימודים בא…,NOT
@bezalelsm איזה שטויות . אידאולוגיה שלמה המצאת כרגע. למה אתה לא מצייץ על אסיר חמאס שקיבל חיסון?,NOT
"@francoyaniv @YoniSaadon ""כיבוש""",Offensive
@adirefailovich1 ימח שמם וזכרם של כל פושעי המדים. חרדים מתנחלים אתיופים  רצח נער הגבעות. פגיעה בחסרי ישע. לית דין ולית דיין.,NOT
@omer_owo גשר זה חרא וכואב היה לי פעם וזה כאב רצח אתה הולך לסבול עם הדבר היחיד שעזר לי זה כדורים משככי כאבים הייתה צריך לצייר את הדמות בוכה,NOT
בואו נדבר שניה על עוגיות פמיניסטיות. עוגיות פמיניסטיות הן בדיחה על כל גבר שרוצה קרדיט או פרס על זה שהוא לא אנס למרות שלא לאנוס זה המינימום שנדרש מגברים. לא מגיע לך פרס על זה שעשית את המינימום. אותו דבר לגבי ראש ממשלה שמשלם כסף שנלקח מהמיסים שלנו בשביל חיסונים. זה התפקיד שלו,Offensive
"הבריונים של משטרת ישראל מכים באכזריות יהודים צדיקים שבאו לגשר המיתרים בירושלים על מנת למחות על רצח אהוביה סנדק הי""ד בידי בלשי/רוצחי משטרת ישראל https://t.co/7IbMIcwrFV",NOT
"@j_yoav @gidonsaar למה אתה חי במדינה הציונות ומחזק את צבאה עם כספי המיסים שלך? אתה חושב שאתה פחות משת""פ כי אתה מצייץ שקרים שאתה לא מאמין בהם? אתה בעצמך מנשל פלסטינים שאתה חי פה. אם היה בך גרם הגינות כבר היית בברלין עם פליט פלסטיני שחי בבית שלך במדינה הציו",Offensive
@lianiscrying2 פאק תקשיבי תלכי כי זה בגרויות והכל והן עוד מעט זה באמת חשוב מעבר לזה שאני מבינה אותך ואני לא יכולה לתאר לך כמה בית ספר רוצח אותי נפשית אבל כאילו אני לא חושבת שיש כל כך ברירה פה,Offensive
ראיתי הערב עשרות מקרי אלימות כאלה. מכות רצח לשם מכות. אין קשר לאכיפה. 8 חודשים מפגיני בלפור לא ראו רבע מהאלימות בהפגנה אחת נגד נערי גבעות. https://t.co/iYhXLAii8E,NOT
@netanelgla רוצח ילדים שתכנן מעשי זוועה זוכה לחיבוק ואהבה יותר מאשר אח שכול  קצין בסיירת מטכל ועל הדרך גם ראש ממשלת ישראל. לאן הגענו?,NOT
@MoranT555 הם לא מבינים שאפשר להיות בעד מדינת כל אזרחיה או בעד דמוקרטיה ליברלית  אך עדיין להישאר ציוני. זו באמת שאלה מורן  האם ניתן להיות לא יהודי ועדיין להיות ציוני  זה אולי כמו להיות ישראלי ובאותה העת להשתייך לאומה/לעם הפלסטיני.,NOT
@haggai_segal תחזור לפעולות טרור יהודי  יותר מתאים לך,Offensive
@roh_min_hon @odaskal התיאוריה המובילה - החשוד  שלא נעצר  אלא מת כנראה בפיגוע  היה מחבל מתאבד  שרצה לפגוע ב-AT&amp;T בגלל ענייני G5,NOT
"עכשיו במקום המילה ""ערבי  ערבי  ערבי"" שהבחור פה צועק וקורא לחבריו לבוא שיבואו ואומר לו לעזוב את המקום ""כדי שלא יעשו ממנו קציצות"" - תשימו את המילה יהודי. לב ירושלים  בהפגנה שהיא בכלל נגד המשטרה. גועל נפש. https://t.co/DorSu6N5eX",Offensive
"בואש ומכתזית בהפגנה במחאה על רצח אהוביה סנדק הי""ד https://t.co/gyl6cTTid6",Offensive
"מנעתי היום פיגוע - איך? ""התאפקתי"" https://t.co/dsYtz5AuUi",NOT
@yarivop גרמני   אנטישמי שכמותך,NOT
"השוטרים לא יואשמו; ""לא לטייח את רצח אהוביה סנדק"" https://t.co/ZW0PZB0Xb6 https://t.co/wJbmOPiGwj",Offensive
@neev_na @xoMTeP4ZMW3sLht מה שתגיד ...בטלת את האבולוציה עכשיו... אדם ראה אש מכניס את היד.. אדם ראה דינוזאור ..מכניס את הראש לתוך פיו.. יהודי ראה ערבי נכנס לכפר שלו וצועק אני ערבי... 25 אלף הרוגים...מציבור שעדין מכרז עליך כאויב ואתה לא נוקט באמצעי הגנה מול,Offensive
@moyshis @carmeldangor העיקר טייחו רצח  לא נתנו לאנשים לצלם את הרכב הפוגע שלא יהיו ראיות  לא הלך להם הפעם  הצליחו בכל זאת,NOT
@dovieichler @ataragerman1 פשוט כשחכ ערבי הולך לנחם אצל הורי טרוריסטים ערבי זה לא בסדר... למה כשהטרוריסט יהודי אתה לא מגנה?,NOT
@hila4ever כן!!! תראי את זה!! אבל הסדרה עלולה לעשות טריגר ל מוות ו רצח,NOT
@JananBsoul1 - קורבנות של טרור פלסטיני מוצגים באופן פרסונלי - לדוגמה  צלמת שנרצחה מוצגת באופן אישי  ומוצגות התמונות האחרונות שצילמה. קורבנות של טרור ישראלי ממש לא. אף התקפה ישראלית על לבנון לא מתוארת באופן גרפי כמו הפיגוע בנהריה ב-1979 (אבל יש כמה מקרים ש,NOT
@amit_segal ואם זה היה ערבי שהיה נהרג במרדף אחרי שזרק אבנים על רכבים ישראלים? סמוטריץ כבר אמר שאין טעם אפילו בתחקיר במקרה כזה. מה אתה חושב?,Offensive
@jonklinger @barzik א. אתה לא יודע שהוא לא שומר לוגים ב. אם נקודת היציאה קבועה והתעבורה הגלויה שם גלויה למישהו  לא מאוד קשה בדרך כלל לקשור בסבירות גבוהה את התעבורה אליך. למשתמש המצוי זה לא ממש משנה כי *אבל* זה מנרמל שימוש ב- Tor שזה חשוב ביום שתהפך להיות ,NOT
"@dvir_gopshtein @drmichaelbenari ""רוצח ילדים"" זה תיאור מדויק. השוטר שניגח ראוי לכלוב משלו עד 120 ויאללה סלמאת",NOT
RT @osamasaadi63: כשהמפגין הוא ערבי  גם אם מדובר בנבחר ציבור  המשטרה מתנהגת בבריונות ומחלקת דוחות בגין הפרעה לתנועה!! כשהמפגין הוא יהודי …,Offensive
@Urieldenn תודה על התשובה. לא קונה את החלק הראשון. מפעל ההתנחלויות החל הרבה לפני האינתיפאדות. אף אחד לא הולך לגור שם בשביל למנוע טרור. 'דפנה את שומעת אולי נעבור לגור מעלה מחמש ליד קרית ארבע כדי למנוע טרור לתל אביב'.. נו באמת אוריאל.,NOT
@hknr_law @freyisrael1 החשיפה של שטרנבוך חזקה. אבל פריי נותן לזה מסגור של שחיתות חרדית. זה כמעט נשמע אנטישמי,NOT
@AvigdorLiberman טוב שיש רק כפר ערבי אחד הייתם אוכלים אותנו,Offensive
לקראת הסילבסטר שהולך ומתקרב  אני רוצה להזכיר לכם שגם סגר היה אנטישמי. #נוביגוד #סילבסטר #סגר,NOT
@Techslut תמכור לו שירותי ליווי  מה הוא ערבי??,NOT
@Omerharel12 וואי זה משפיל רצח,NOT
מפגר רצח לדעתי הקטע של הגירושין לא אשקר מזל שאני לסבית https://t.co/WITXVAjdoS,NOT
@ferstl_roman כמה רוע לרצוח ילדים כל כך חמודים וחייכנים,NOT
@Gilshely בשירות דלי באזור רמאללה כל שישי היו זריקות אבנים על אחד הצירים. תמיד היתה משפחה של צעירות שהיו באות עם ילדים קטנים חלקם בעגלות וזורקות עלינו אבנים. אז האמירה שלך כנגד המתנחלים פה קצת לא מודעת. לך תעשה סיבוב כל שישי בין 11 ל5 בצהריים תראה מה קורה,NOT
@Don_MacLoof אז למה הוא משלם מיליונים לארגון טרור?,NOT
"RT @Gisha_Access: ""בישראל גופא השתנו והתחלפו כמה פעמים הנחיות הקורונה  ותמיד תוך דיון ציבורי. אבל הסגירה ההרמטית עוד יותר של מחנה הכליאה עז…",Offensive
@mossi_raz ועל כיבוש זכויותנו הבסיסיות בחסות הקורונה  ועל הסגר שקר -אף מילה.,NOT
"שתיקת הכבשים ""המנהיגים"" הפוליטיקאים העיתונאים על רצח הנער היהודי שלרוע מזלו הוא לא אתיופי היא פשע !!!",NOT
"1/2 היום יום הולדתו ה-27 של חלל צה״ל סמ""ר אורון שאול  שמוחזק על ידי חמאס מעל לשש שנים  בהפרה בוטה של הדין הבינ״ל  יחד עם הדר גולדין ז״ל  והאזרחים אברה מנגיסטו והישאם א-סייד. אחיו אופק אמר היום: ""זה יום הולדת עצוב מאוד. מיום הכי משמח בעולם - זה נהפך ליום אחד הקשים בשנה.״ https://t.co/ElSl52yZ5A",NOT
@yoavzitun לגנוב כמות כזו של תחמושת זה מבצע בפני עצמו. יש פה הרבה שאלות. האם הגניבה התבצעה בפעם אחת?. אם כן אזיי היתה התרשלות בשמירה. אם הגניבה היתה לאורך זמן איפה הפיקוח והבקרה? מה הצבא עושה עכשיו בכדי להבטיח שמקרה כזה לא ישנה בכל הבסיסים. מה השלב הבא: ג,Offensive
@AyalaHasson הלא לא רק ישב  אילה. הוא ירוץ לשבת. כל הריצה שלו מיועדת למטרה אחת בלבד. הוא רוצה לאנוס את נתניהו ולשבת בממשלתו על אפו וכל חמתו של נתניהו. גדעון סער הוא אדם נקמן שמחזיק חשבונות לשנים ארוכות. ש,NOT
@avishaigrinzaig קשקשן אתה  כאילו שהממשלה יכולה לעשות משהו נגד הישראלי הממוצע  יהיה ערבי  או חרדי או ימני או שמאלני  לא משנה  רוב הישראלים פשוט שמים זיין. ולכן הגענו לאן שהגענו.,NOT
"@ron_zadok @Onetruth011 @ErelSegal התיעוד רק מראה עד כמה כל ההתנהלות  גם של המפקד וגם של גלעד עצמו - היה התנהלות לקויה. הטענה  כלפי אילנה היא לא רק בסיקור - אלא בעיקר באמירה המזעזעת שלה - שגלעד  מסתבר  הוא מלח הארץ והילד של כולנו - ואליהו הוא בסה""כ מתנחל.",NOT
RT @yotameyal: כיכר פריז מיד אחרי ההתנתקות או בשמה הנוכחי בלפור: הפגנה יסמ מסמנים את חבר שלי הם נכנסים בבת אחת לתוך האנשים ומתחילים להכות א…,NOT
@Yuval16499776 @idaholloway 1-כתבתי במפורש זכויות יתר.2-פלסטין עדיין לא מדינה אז אתה לא יודע. ברשות אין חוקים נגד הומואים  זה נכון שבחברה הפלסטינית המסורתית לא מקבלים אותם  אבל פה בחברה המסורתית יהודית כן מקבלים אותם? ולגבי יהודים זו סתם סטיגמה יהודים שיר,NOT
@Eliezer_yehoda רגע לפני שאתה עומד לחגוג את הנובי גוד תזכור שנובי גוד היה אנטישמי,NOT
@antoineeliaroni @RachelliGresser @tamarzandberg @AyOdeh עאלק חמאס הוא מנהיג הפלסטינים. חמאס הוא ארגון טרור. כדאי שתכיר בעובדה הזאת,Offensive
@agoelman1 ברור שכן יותר ציוניות. יש לך ספק לדוגמא שיאיר גולן שנתן עשרות שנים למען המדינה תוך סיכון הנפש הוא פי 1000 יותר ציוני מאייכלר וליצמן שעושים הכל להעדיף את האינטרס הקהילתי על פני האינטרס הציוני הלאומי?,Offensive
יאסר עראפת וסמלי טרור בדובאי https://t.co/u17LjJFRLM,Offensive
@mushpelet כן היא טיפשה רצח,NOT
@ShaiCohen13 @Orisimo1984 @JoshBreiner @bar_peleg לא הבנתי  בשבועיים האחרונים נעצר חשוד ערבי בפיגוע וקראת לחכות עד לתום החקירה? כי האמת שהיו כמה פיגועים ככה שהזדמנות הייתה לך. ישמצב שפספסתי  יכול לקשר פה את הציוץ?,Offensive
@idanlandau @saritm0 @attilus ^ הדיסוננס השמאלני הידוע כשהם מגלים ערבי ישראלי יותר ציוני מהם  והמסקנה המתבקשת להפסיק לעשות הנחות לערבים תומכי טרור מנקרת במוחך ואתה חייב לסלק אותה לפני שתקנה לה שביתה ר״ל,Offensive
"יורש העצר הסעודי מוחמד בן סלמאן הסתבך בתביעה משפטית נוספת בארה""ב שאותה הגישה שדרנית ערוץ ""אל-ג'זירה"" ע'אדה עוויס  נגדו ונגד השיח' מוחמד בן זאיד  יורש העצר של אבו דאבי. היא מייחסת להם חדירה למכשיר הטלפון הנייד שלה  שימוש בתמונות שהיו בו כדי להכפישה ואיומים על חייה. https://t.co/3fhTAjIE6l",NOT
@Sny01902141 @netanelgla בין השורות  זאת בדיוק האמירה. חובש מפקדה שמגיע לאחר מעשה ויורה בראש של מחבל מנוטרל זה ממש אחלה. כדאי לזכור שכאן המדינה התחילה להתחלק - עקב הנושא הזה ימנים ושמאלנים התפצלו לבועות הרמטיות. לכן קריטי בימין לשמר את הדעה הזאת  שלא בטעו,NOT
@ChangedBio אוחנה גזען נטו ! מתי לאחרונה ביקר בבית ערבי לנחם את ההורים שבנם נהרג כשברח מניידת משטרה ? מי שנמלט מניידת משטרה עושה תאונה ונהרג  גם אם היה רק הנוסע שישא באחריות ללא הבדל דת גזע או מוצא למה אוחנה לא הפנה אצבע מאשימה להורים שכשלו בגידול בנם ?,NOT
@attilus @freyisrael1 1/2 אטילה אתה טועה בקריאת הרחוב הערבי. כמו תמיד אתם מחפשים איזה שהוא ערבי שנוח לכם לשמוע אותו באוזניים. הרחוב הערבי רעב לשינוי  והרשימה המשותפת הבינה זאת ועשתה צעד היסטורי כהשהמליצה על גנץ  אתם מתעלמים מזה. אבל המפלגות הציוניים פרט ל,NOT
נראה כאילו ארגוני הפשיעה בחברה הערבית ממש מאמינים שתכף המשטרה תעשה משהו ולכן הם מזדרזים עם כל מעשי הרצח. או שחשוב להם לקבוע שיא לפני סוף 2020. או שהם פשוט ממשיכים כרגיל - כי אין חוק אצלם וסבבה להם. רצח הלילה בלוד.,NOT
"עוד פלסטיני שחייו השתנו לנצח בגלל מפגש עם חיילי צה""ל. עוד ישראלי שהלב שלו נאטם עוד קצת מוכן להיות אזרח מן השורה במדינת ישראל. אין מה לראות פה https://t.co/sdcbBWlNPr",Offensive
RT @da_shadow: ששש אל תספרו לאף אחד אבל אתמול בירושלים מחבל ריסס אישה יהודיה ואת שני התינוקות שלה בגז פלפל ונמלט. וכמובן בלי כותרות בעית…,NOT
נאסראללה פונה לערביי ישראל ואומר שהוא יודע כמה הם מיחלים לשחרור פלסטין כולה. נצפה מחר לתגובת חה״כ איימן עודה שבעבר דחה את ההחלטה האמריקנית להכריז על חיזבאללה ארגון טרור  כי לדידו הם לוחמי חופש.,Offensive
@sadibenshitrit הזיה. ביבי מבחינתם זה מדינת ישראל. אם ביבי יגיד שצריך לייבש את הכינרת זה יהיה מבחינת העבדים שלו הדבר הכי ציוני שאפשר לעשות.,NOT
@hebmeme @KalmanLiebskind כל מה שאמרו הנערים השוטר המושחת שנשלח להתבכיין מאשר (הנגיחה איזוק הפצועים ההפקרה) כל מה שאמרה המשטרה שקר (חשבו שזה רכב ערבי) יחידה מושחתת במשטרה מושחתת. אם היו מפגיני שמאל המשטרה היתה נותנת להם פרחים. המפקד וכל השוטרים שהפקירו את,Offensive
RT @eran_singer: יצטרך להתמודד עם מציאות חדשה באחד המוקדים החשובים של האחים המוסלמים באיזור כולו: עזה. לילה טוב ושבת שלום מחיפה.,NOT
@JoshBreiner האמא של המחבל  היתה מתלוננת גם אם היה מדובר במחבל ערבי שנהרג בזמן בריחה מכוחות הבטחון?,NOT
גורם בכיר ברבאט לישראל היום: ״מלך מרוקו מוחמד השישי לא מתמהמה והורה להוציא בהקדם משלחת לישראל שתכלול אנשי ממשל בכירים  מומחים ויועצים מתחומי הביטחון והטכנולוגיה  הכלכלה  תעשייה ומסחר ועוד. משרד החוץ ברבאט עמל על הרכבת המשלחת״. ⁦@IsraelHayomHeb,NOT
@amnon_levy היכן אתה חי ? הסוציאליזם רצח חפים מפשע ובהמוניהם  הרבה מעבר לסך המתים במלחמת העולם הראשונה והשנייה ביחד! הסוציאליזם שלך יצר כאן מדינת אפרטהייד כלפי מזרחים. לפי ההגיון שלך במדינות קפיטלסטיות אין מערכת בריאות מתפקדת שזה דבר אלמנטרי מן הסתם הרבה ,NOT
@natgershon @ParisTelaviv75 ימח שמם,Offensive
מהפגנה אחרת מחודש מרץ. הצדעה לתומך טרור. הזיה. https://t.co/e6nBxTv44X,Offensive
@Ahmad_tibi שהכלבים שלך ילמדו לא לתקוף חיילי צהל אז כל ערבי שיתקוף חייל צהל דמו בראשו הנה תיקנתי לך ימעפאן,Offensive
"@Sharona_Ozeri @yarivop ""הפלסטיני"" זה מישהו ספציפי שדיברת איתו? או שאת סתם מכלילה? ולא  גם לא תמיכה אידאולוגית בטרור זה לא אויב כל עוד הוא לא עושק בזה באופן יזום. הסטטוס קוו הקיים לא נותן לפלסטינים לחיות באופן שפוי ומתעלל בהם גם בלי יריות  אז חלק תומכים ב",Offensive
@Meir_Rubin @OriKatz3 למנהלים ומורים יש גם ככה יכולת לשנות ציוני בגרות כל הזמן (להלן 'מגן') בלי קשר לרב ליכולת התלמיד. אם יש להם כלי בעייתי כזה אין להם בעיה להשתמש בו בשום מצב,NOT
@kirsh_tali כן  אבל הרחיבו את זה. עכשיו כל ערב בכל ערוץ  כל ימות השנה.,NOT
@IritBerman @talkel19 למה אני מצביע נתניהו? כי המצב הכלכלי שלי מצוין  המצב הבטחוני שלי מעולה  כי אני בעד שלום  כי אני מרוצה מהתפקוד שלו בקורונה (מהלך מבריק עם החיסונים  התחסנת כבר?) ומעל הכל - כשנתניהו בשלטון  יש הכי מעט הרוגים מפיגועי טרור. את אולי מתגעג,Offensive
"@saritm0 @attilus הרגע גיליתי שיש ל""אם תרצו"" ערבי מחמד. יכול להיות שזה שיבוט של הבלוגר הסעודי?",Offensive
RT @yanivro81: שמתם לב שהיחידים שלוקחים אחריות על משהו במדינה הזאת זה ארגוני טרור?,NOT
״לינץ׳ בנהג ערבי זה אסתטיקה רעה למאבק ומרחיק תומכים״ זו העמדה של ״המתונים״. כמו הניאו-נאצים וה״אופטיקס״ שלהם  הויכוח הפנים-מתנחלי ביחס לאלימות האידיאולוגית שלהם הוא בכלל לא מוסרי אלא אסתטי. תנועת ההתנחלויות והתרבות הפונדמנטליסטית שהיא מייצרת הן מכשול לדמוקרטיה יותר מאלף נתניהו. https://t.co/dJJmRAFWj0,NOT
ככה זה כשהפרקליטות והמשטרה מעודדים אנשים לרצוח את משפחת נתניהו. https://t.co/rucMeutezF,Offensive
@Irisleal15 @AyOdeh תומך טרור,Offensive
@rabinowitz_h כי פלסטיני מחוסאן הוא מחוסאן ולא צריך לדאוג לו,NOT
@Gilli_Parann מה לא ציוני בלהפציץ ערבים מהאוויר?,Offensive
@mossi_raz חתרני השמאל הקיצוני האנטי ציוני מסייעים לאוייב הפלשתינאי מבית ומחוץ במאבקו לחיסול מדינת ישראל,Offensive
@avihay_halak @razamit @Shai_Saadon אני חם רצח להתחיל כבר את עונה 4 עם אשת הברזל 🦾,NOT
ברור אלה מי רק החלאות בני העוולה נבלות חזיר עם כיפות סרוחות וזקן ימח שמם וזכר זכרם אוכלי חינם עוכרי ישראל אחד נבלה פושע גנב מורשע והשני טרפה חשוד בבצוע פשעי שחיתות ובהגנה על פדופילית חולת מין https://t.co/hcvGsAASlV,NOT
@radio103fm @ErelSegal @dverthaim אראל מקווה שתזעק ככה שפעם הבאה שהמשטרה תהרוג צעיר ערבי או אתיופי,NOT
אם חס וחלילה ימות - כל שנותר זה לכסות את הבור https://t.co/CxbbJvseVA,NOT
@yarivop @amit_segal ימח שמך יא גוי!,Offensive
@roiberenshtein כל עוד אתה לא יודע גם לשחוט ולמהול היכולת תקיעה בשופר שלך לא מרשימה אף נקבה בשיט,NOT
"@Kachollavan19 1/2 תזכירו לי מי אתם?? ברצינות  לא התפרקתם עוד?...והצטרפתם לגלגולים קודמים שלכם שנתניהו זרק לפח (איך שלא קראו להם - מחנה הציוני  מפלגת העבודה  קדימה וכו')? יאללה  האסטרטגים במגדלים הנוצצים של תל אביב וממומנים ע""י כסף אנטישמי אירופאי צריכים ",NOT
@zahavabitton אני יודע. לטעמי  יותר נכון להעמידו למשפט שדה על הריסת החברה  הערכים והמדינה.,NOT
"פרסום ראשון: הרש""פ סיכלה פיגוע דקירה נגד חיילים. מקורות פלסטינים מסרו ל-@kann_news כי מנגנוני הרשות עצרו שלשום 2 פלסטיניות משכם שהיו בדרכן לדקור חיילים/מתנחלים באזור חווארה שמדרום לשכם. הן בחקירה כעת בצד הפלסטיני. הסיכול התרחש לאחר שבחודש שעבר חודש התיאום הביטחוני בין ישראל לרשות",Offensive
@YinonMagal להפסיק למה ? באותו לילה.הפגנה אנרכיסטית מקבלת חופש ביטוי לשרוף להרעיש לחסום לאיים ברצח ובתמורה מקבלים סוכריות. הפגנת ימין חוטפת אלימות שקמה בגלל רצח נער יהודי עי המשטרה שבשיתוף עם כתבי אלגזירה מורידה מסדר היום את הרצח.קשה למשטרה להודות ברצח הם,Offensive
"העיתונאי מוחמד מג׳אדלה (רדיו נאס): גורמים במשותפת מעריכים שלא ניתן למנוע את פיצול הרשימה המשותפת. מסתמן: חד""ש ובל""ד ירוצו יחד. במקביל  תע""ל ורע""מ ירוצו ברשימה נפרדת. 🔅 זירה פוליטית‼",NOT
@shalomswii13 @FlkiVilgerarso1 @f7FEPCkXfGH3sBU @shrsahrio תמשיך לאכול מתוק. ולטמון את הראש בחול כמו בת יענה. ילד נרצח  מפגינים מקבלים מכות רצח  חוטפים תינוק מאבא שלו. לא הכל עובר עם עוגה. תתעורר,NOT
@ZeevKam ברור. שאשא ביטון ורם שפע הם מגיני האומה  ממש נופת צופים וטהרה של טובת הציבור. אבל מי שיחלה  ימות  יפשוט את הרגל בגלל סגר ארוך יותר - זה בגלל נתניהו.,NOT
@ronisassover אם השוטרים פגעו ברכב בו הוא נסע הם פושעים וצריכים לעמוד לדין פלילי. ומאידך אם הוא באמת זרק אבנים על מכוניות נוסעות הוא מחבל. מחבלים יש להם התנהגות אחת וזה תקף לכל בני האדם שהורגים אנשים חפים מפשע יהודים ערבים סינים הודים וכ׳ו.,NOT
דיבור רותח על אסטרטגיית צ׳יפים בפיד פנטזי השבוע. כל אלו שחמים לשרוף את כל הצ׳יפים בחודש הקרוב: https://t.co/pK5LPjv6d3,NOT
@SigalBarak1 @vasko0987 @LevOrly וזה נראה לך תקין? רוצה להפוך רצח לנורמה? ראש ממשלה  בדמוקרטיה  מחליפים רק בקלפי! חבל שרוצח ודיקטטורים מרחבי העולם  נותנים לכם רעיונות...,NOT
@YairGolan1 @NitzanHorowitz שמאל ציוני?! לא הבנתי,NOT
@elchnanhc אתה מתעלם מהסכנות שבחיסון שלמעשה לא אושר רשמית! כל מדעני העולם טוענים שהחיסון סכנת חיים. ואצלנו עומדים שוב יהודים בתור כשה לטבח מצער מאד אבל זו גזירה משמים מי יחיה ומי ימות https://t.co/xTtELf5qq0,NOT
RT @kaisos1987: לחובבי הצ'יזבטים - נסראללה מספר שאסד הסכים לפני המשבר בסוריה להעביר טילי קורנט שקנה מרוסיה לרצועת עזה וזאת בעידוד קאסם סולי…,Offensive
@SababaYomtov @arnonsegal1 ממ... בוא נחשוב 🤔 מוצא ומראה ערבי אתיופי שמאלני אשכנזי כתלות במיקום ההפגנה שאמשיך או שהבנת את הנקודה כבר?,Offensive
"השמאל מרגיש בנוח עם תומכי טרור ואף מעריץ אותם  ומאידך שנאה תהומית לרה""מ נתניהו ולכל הימין. https://t.co/X9sMPy1VBE",Offensive
@lewinthal אינתיפאדה שנייה ותוצאותיה,NOT
RT @benlevavi: @yaelshevach @freyisrael1 הבנתי  אז במדינת ישראל לאחר רצח האפשרויות הן - הוצאה להורג בתלייה או בניית בתים חדשים בניגוד לחוק…,NOT
@faniaoz יהי זכרו ברוך שאלת אותו פעם למה הוא ביקר בכלא את רב המרצחים ברגותי ששפוט על 6 מעשי רצח ואף כתב לו הקדשה חבר שואל ?,Offensive
@Yossi_eli זה שוטר או רוצח שכיר?,Offensive
@Findparity @yael_gaon הוראה שהתחילה מאז רצח רבין רק אחרי הרצח הצמידו פרמדיק לכל ראש ממשלה.,NOT
RT @ShohatAlon: @bezalelsm הגיע הזמן לאיחוד במחנה הדתי ציוני שאתה עומד בראשו עמית סגל: אני שומע בימים האחרונים שסמוטריץ חושב ברצינות על ה…,NOT
הסרט של אריאנה דיי משמים היא כוסית רצח אבל,NOT
@noamagger @NaorRavit @IL_police תשמעי חוויתי על בשרי לא מעט בהפגנות אבל כרגע זה מרגיש שהם אוטוטו הולכים לרצוח מפגין.ה,NOT
"@ariel_schnabel אתה בחור עם סקרנות אינטלקטאולית. המלצת קריאה: 'האדם המשחק' של יוהן הויזינחה. ברור לי שאחרי שתקרא את הספר תבין מדוע (גם) זהות קולקטיבית  היא בסה""כ משחק. אגב  גיור מוכיח זאת: ברוך הבא מר ערפאת  רק אתמול עוד היית מוסלמי  וכעת חובר לך בהצלחה ד",NOT
@EliHoter זה החרא פאשיסטים לאומני משיחי שגדל פה,NOT
בן5: לא אכפת לי שאני אמות אבל אני לא מוכן שרינגו סטאר ימות,NOT
"ב-1 בדצמבר השנה מתה אמו  בת ה-89  בביתה בעיירה בני־סוהיילה בדרום רצועת עזה  מרחק של כ-85 קמ מביתו. הוא לא ראה אותה כ-13 שנה. ""מעט לפני שאמי הלכה לעולמה  כתבתי פוסט על החיבוק של אמא שאני כה מתגעגע אליו""  סיפר ברכה"" https://t.co/HT9FQLgDIC",NOT
מה לעזאזל ראיתי עכשיו אני ראיתי אנימה שבה פשוט מישהו רצח משפחה שלמה וברגע שאחד מהילדים חזר הביתה וראה את הגופות הרוצח מתחיל לדבר איתו על וואן פיס https://t.co/Vof0uU73tS תלכו ל3:40 בשביל השיחה או שפשוט תראו את כל הרציחות לפני,Offensive
